author,bookformat,desc,genre,img,isbn,pages,rating,reviews,title,totalratings
Truman Capote,Paperback,"On November 15, 1959, in the small town of Holcomb, Kansas, four members of the Clutter family were savagely murdered by blasts from a shotgun held a few inches from their faces. There was no apparent motive for the crime, and there were almost no clues. ,As Truman Capote reconstructs the murder and the investigation that led to the capture, trial, and execution of the killers, he generates both mesmerizing suspense and astonishing empathy. At the center of his study are the amoral young killers Perry Smith and Dick Hickcock, who, vividly drawn by Capote, are shown to be reprehensible yet entirely and frighteningly human. ,In Cold Blood, is a seminal work of modern prose, a remarkable synthesis of journalistic skill and powerfully evocative narrative.","Nonfiction,Classics,Crime,True Crime,Mystery,Crime,Mystery,History,Thriller,Literature,Literature,American,Biography",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424931136l/168642.jpg,679745580,343,4.06,17804,In Cold Blood,563370
"Stephen King,Sissy Spacek",Mass Market Paperback,"A modern classic, Carrie introduced a distinctive new voice in American fiction -- Stephen King. The story of misunderstood high school girl Carrie White, her extraordinary telekinetic powers, and her violent rampage of revenge, remains one of the most barrier-breaking and shocking novels of all time.,Make a date with terror and live the nightmare that is...Carrie,--back cover","Horror,Fiction,Thriller,Fantasy,Fantasy,Paranormal,Classics,Fantasy,Supernatural,Adult,Novels,Audiobook",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1166254258l/10592._SY475_.jpg,1416524304,253,3.97,15532,Carrie,552654
"C.S. Lewis,Pauline Baynes",Paperback,"Librarian note:, An alternate cover for this edition can be found here: ,2005,.,Journeys to the end of the world, fantastic creatures, and epic battles between good and evilâ€”what more could any reader ask for in one book? The book that has it all is ,The Lion, the Witch and the Wardrobe,, written in 1949 by Clive Staples Lewis. But Lewis did not stop there. Six more books followed, and together they became known as ,The Chronicles of Narnia.,For the past fifty years, ,The Chronicles of Narnia, have transcended the fantasy genre to become part of the canon of classic literature. Each of the seven books is a masterpiece, drawing the reader into a land where magic meets reality, and the result is a fictional world whose scope has fascinated generations.,This edition presents all seven booksâ€”unabridgedâ€”in one impressive volume. The books are presented here in chronlogical order, each chapter graced with an illustration by the original artist, Pauline Baynes. Deceptively simple and direct, ,The Chronicles of Narnia, continue to captivate fans with adventures, characters, and truths that speak to readers of all ages, even fifty years after they were first published.","Fantasy,Classics,Fiction,Young Adult,Childrens,Christian,Adventure,Childrens,Middle Grade,Science Fiction Fantasy,Christian Fiction",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1449868701l/11127._SY475_.jpg,66238501,767,4.26,10752,The Chronicles of Narnia,550280
Stephen King,Paperback,"Alternate cover editions ,here, and ,here,.,Paul Sheldon. He's a bestselling novelist who has finally met his biggest fan. Her name is Annie Wilkes and she is more than a rabid reader - she is Paul's nurse, tending his shattered body after an automobile accident. But she is also his captor, keeping him prisoner in her isolated house.","Horror,Fiction,Thriller,Suspense,Mystery,Adult,Novels,Thriller,Mystery Thriller,Mystery,Crime,Audiobook",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554220401l/10614.jpg,450417395,370,4.18,14320,Misery,532544
Rebecca Wells,Paperback,"When Siddalee Walker, oldest daughter of Vivi Abbott Walker, Ya-Ya extraordinaire, is interviewed in the New York Times about a hit play she's directed, her mother gets described as a ""tap-dancing child abuser."" Enraged, Vivi disowns Sidda. Devastated, Sidda begs forgiveness, and postpones her upcoming wedding. All looks bleak until the Ya-Yas step in and convince Vivi to send Sidda a scrapbook of their girlhood mementos, called ""Divine Secrets of the Ya-Ya Sisterhood."" As Sidda struggles to analyze her mother, she comes face to face with the tangled beauty of imperfect love, and the fact that forgiveness, more than understanding, is often what the heart longs for.","Fiction,Womens Fiction,Chick Lit,Contemporary,Adult Fiction,American,Southern,Adult,Historical,Historical Fiction,Novels,Humor,Womens",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408313524l/137791.jpg,006075995X,383,3.83,4409,Divine Secrets of the Ya-Ya Sisterhood,530259
"Neil Gaiman,Dave McKean",Paperback,"The day after they moved in, Coraline went exploring....,In Coraline's family's new flat are twenty-one windows and fourteen doors. Thirteen of the doors open and close. ,The fourteenth is locked, and on the other side is only a brick wall, until the day Coraline unlocks the door to find a passage to another flat in another house just like her own. ,Only it's different. ,At first, things seem marvelous in the other flat. The food is better. The toy box is filled with wind-up angels that flutter around the bedroom, books whose pictures writhe and crawl and shimmer, little dinosaur skulls that chatter their teeth. But there's another mother, and another father, and they want Coraline to stay with them and be their little girl. They want to change her and never let her go. ,Other children are trapped there as well, lost souls behind the mirrors. Coraline is their only hope of rescue. She will have to fight with all her wits and all the tools she can find if she is to save the lost children, her ordinary life, and herself. ,Critically acclaimed and award-winning author Neil Gaiman will delight readers with his first novel for all ages.","Fantasy,Horror,Fiction,Young Adult,Childrens,Childrens,Middle Grade,Audiobook,Fantasy,Paranormal,Adventure,Fantasy,Supernatural",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493497435l/17061._SY475_.jpg,61139378,162,4.05,23008,Coraline,524411
Neil Gaiman,Hardcover,"Sussex, England. A middle-aged man returns to his childhood home to attend a funeral. Although the house he lived in is long gone, he is drawn to the farm at the end of the road, where, when he was seven, he encountered a most remarkable girl, Lettie Hempstock, and her mother and grandmother. He hasn't thought of Lettie in decades, and yet as he sits by the pond (a pond that she'd claimed was an ocean) behind the ramshackle old farmhouse, the unremembered past comes flooding back. And it is a past too strange, too frightening, too dangerous to have happened to anyone, let alone a small boy.,Forty years earlier, a man committed suicide in a stolen car at this farm at the end of the road. Like a fuse on a firework, his death lit a touchpaper and resonated in unimaginable ways. The darkness was unleashed, something scary and thoroughly incomprehensible to a little boy. And Lettieâ€”magical, comforting, wise beyond her yearsâ€”promised to protect him, no matter what.,A groundbreaking work from a master, ,The Ocean at the End of the Lane, is told with a rare understanding of all that makes us human, and shows the power of stories to reveal and shelter us from the darkness inside and out. It is a stirring, terrifying, and elegiac fable as delicate as a butterfly's wing and as menacing as a knife in the dark.","Fantasy,Fiction,Magical Realism,Horror,Audiobook,Young Adult,Adult,Science Fiction Fantasy,Adult Fiction,Fantasy,Paranormal",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497098563l/15783514._SY475_.jpg,62255657,181,4.0,49718,The Ocean at the End of the Lane,510149
Robert Galbraith,Hardcover,"After losing his leg to a land mine in Afghanistan, Cormoran Strike is barely scraping by as a private investigator. Then John Bristow walks through his door with an amazing story: His sister, the legendary supermodel Lula Landry, famously fell to her death a few months earlier. The police ruled it a suicide, but John refuses to believe that. The case plunges Strike into the world of multimillionaire beauties, rock-star boyfriends, and desperate designers, and it introduces him to every variety of pleasure, enticement, seduction, and delusion known to man.","Mystery,Fiction,Mystery,Crime,Thriller,Thriller,Mystery Thriller,Audiobook,Adult,Contemporary,Mystery,Detective,Adult Fiction",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1540217136l/16160797.jpg,316206849,456,3.87,34127,The Cuckoo's Calling,508999
Maria Semple,Hardcover,"Bernadette Fox has vanished.,When her daughter Bee claims a family trip to Antarctica as a reward for perfect grades, Bernadette, a fiercely intelligent shut-in, throws herself into preparations for the trip. But worn down by years of trying to live the Seattle life she never wanted, Ms. Fox is on the brink of a meltdown. And after a school fundraiser goes disastrously awry at her hands, she disappears, leaving her family to pick up the pieces--which is exactly what Bee does, weaving together an elaborate web of emails, invoices, and school memos that reveals a secret past Bernadette has been hiding for decades. ,Where'd You Go Bernadette, is an ingenious and unabashedly entertaining novel about a family coming to terms with who they are and the power of a daughter's love for her mother.","Fiction,Humor,Contemporary,Mystery,Audiobook,Womens Fiction,Chick Lit,Adult,Adult Fiction,Book Club,Novels",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338822317l/13526165.jpg,316204277,330,3.89,44211,"Where'd You Go, Bernadette",505337
"Herman Melville,Andrew Delbanco,Tom Quirk,Rockwell Kent",Paperback,"""It is the horrible texture of a fabric that should be woven of ships' cables and hawsers. A Polar wind blows through it, and birds of prey hover over it."", ,So Melville wrote of his masterpiece, one of the greatest works of imagination in literary history. In part, ,Moby-Dick, is the story of an eerily compelling madman pursuing an unholy war against a creature as vast and dangerous and unknowable as the sea itself. But more than just a novel of adventure, more than an encyclopaedia of whaling lore and legend, the book can be seen as part of its author's lifelong meditation on America. Written with wonderfully redemptive humour, ,Moby-Dick, is also a profound inquiry into character, faith, and the nature of perception.,This edition of ,Moby-Dick,, which reproduces the definitive text of the novel, includes invaluable explanatory notes, along with maps, illustrations, and a glossary of nautical terms.","Classics,Fiction,Literature,Adventure,Novels,Historical,Historical Fiction,Literature,American,Literature,19th Century,Classics,Classic Literature,Audiobook",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327940656l/153747.jpg,142437247,654,3.51,16785,"Moby-Dick or, the Whale",493984
Dan Brown,Hardcover,"Harvard professor of symbology Robert Langdon awakens in an Italian hospital, disoriented and with no recollection of the past thirty-six hours, including the origin of the macabre object hidden in his belongings. With a relentless female assassin trailing them through Florence, he and his resourceful doctor, Sienna Brooks, are forced to flee. Embarking on a harrowing journey, they must unravel a series of codes, which are the work of a brilliant scientist whose obsession with the end of the world is matched only by his passion for one of the most influential masterpieces ever written, Dante Alighieri's The Inferno. , ,Dan Brown has raised the bar yet again, combining classical Italian art, history, and literature with cutting-edge science in this sumptuously entertaining thriller.","Fiction,Thriller,Mystery,Thriller,Mystery Thriller,Suspense,Historical,Historical Fiction,Adventure,Novels,Mystery,Crime,Adult",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534070896l/17212231.jpg,385537859,463,3.86,37524,Inferno,493192
Kiera Cass,Hardcover,"The Selection began with thirty-five girls. Now with the group narrowed down to the six Elite, the competition to win Prince Maxon's heart is fiercer than everâ€”and America is still struggling to decide where her heart truly lies. Is it with Maxon, who could make her life a fairy tale? Or with her first love, Aspen?,America is desperate for more time. But the rest of the Elite know exactly what they wantâ€”and America's chance to choose is about to slip away.","Young Adult,Romance,Science Fiction,Dystopia,Fantasy,Fiction,Science Fiction,Audiobook,Young Adult,Teen,Womens Fiction,Chick Lit,Young Adult,Young Adult Romance",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391454595l/16248068.jpg,62059963,336,4.01,31727,The Elite,491239
Cassandra Clare,Hardcover,"In the magical underworld of Victorian London, Tessa Gray has at last found safety with the Shadowhunters. But that safety proves fleeting when rogue forces in the Clave plot to see her protector, Charlotte, replaced as head of the Institute. If Charlotte loses her position, Tessa will be out on the streetâ€”and easy prey for the mysterious Magister, who wants to use Tessaâ€™s powers for his own dark ends.,With the help of the handsome, self-destructive Will and the fiercely devoted Jem, Tessa discovers that the Magisterâ€™s war on the Shadowhunters is deeply personal. He blames them for a long-ago tragedy that shattered his life. To unravel the secrets of the past, the trio journeys from mist-shrouded Yorkshire to a manor house that holds untold horrors, from the slums of London to an enchanted ballroom where Tessa discovers that the truth of her parentage is more sinister than she had imagined. When they encounter a clockwork demon bearing a warning for Will, they realize that the Magister himself knows their every moveâ€”and that one of their own has betrayed them.,Tessa finds her heart drawn more and more to Jem, but her longing for Will, despite his dark moods, continues to unsettle her. But something is changing in Willâ€”the wall he has built around himself is crumbling. Could finding the Magister free Will from his secrets and give Tessa the answers about who she is and what she was born to do?,As their dangerous search for the Magister and the truth leads the friends into peril, Tessa learns that when love and lies are mixed, they can corrupt even the purest heart.","Fantasy,Young Adult,Romance,Fantasy,Paranormal,Science Fiction,Steampunk,Historical,Historical Fiction,Fantasy,Urban Fantasy,Fiction,Paranormal,Angels,Paranormal,Vampires",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460477747l/10025305.jpg,1416975888,498,4.42,25060,Clockwork Prince,476789
Graeme Simsion,Hardcover,"An international sensation, this hilarious, feel-good novel is narrated by an oddly charming and socially challenged genetics professor on an unusual quest: to find out if he is capable of true love.,Don Tillman, professor of genetics, has never been on a second date. He is a man who can count all his friends on the fingers of one hand, whose lifelong difficulty with social rituals has convinced him that he is simply not wired for romance. So when an acquaintance informs him that he would make a â€œwonderfulâ€ husband, his first reaction is shock. Yet he must concede to the statistical probability that there is someone for everyone, and he embarks upon The Wife Project. In the orderly, evidence-based manner with which he approaches all things, Don sets out to find the perfect partner. She will be punctual and logicalâ€”most definitely not a barmaid, a smoker, a drinker, or a late-arriver.,Yet Rosie Jarman is all these things. She is also beguiling, fiery, intelligentâ€”and on a quest of her own. She is looking for her biological father, a search that a certain DNA expert might be able to help her with. Don's Wife Project takes a back burner to the Father Project and an unlikely relationship blooms, forcing the scientifically minded geneticist to confront the spontaneous whirlwind that is Rosieâ€”and the realization that love is not always what looks good on paper.,The Rosie Project, is a moving and hilarious novel for anyone who has ever tenaciously gone after life or love in the face of overwhelming challenges.","Fiction,Romance,Contemporary,Humor,Womens Fiction,Chick Lit,Adult,Adult Fiction,Audiobook,Book Club,Cultural,Australia",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371651741l/16181775.jpg,1476729085,295,4.02,41360,The Rosie Project,476209
Rick Riordan,Hardcover,"Annabeth is terrified., Just when she's about to be reunited with Percyâ€”after six months of being apart, thanks to Heraâ€”it looks like Camp Jupiter is preparing for war. As Annabeth and her friends Jason, Piper, and Leo fly in on the ,Argo II,, she can't blame the Roman demigods for thinking the ship is a Greek weapon. With its steaming bronze dragon figurehead, Leo's fantastical creation doesn't appear friendly. Annabeth hopes that the sight of their praetor Jason on deck will reassure the Romans that the visitors from Camp Half-Blood are coming in peace.,And that's only one of her worries. In her pocket, Annabeth carries a gift from her mother that came with an unnerving command: ,Follow the Mark of Athena. Avenge me., Annabeth already feels weighed down by the prophecy that will send seven demigods on a quest to findâ€”and closeâ€”the Doors of Death. What more does Athena want from her?,Annabeth's biggest fear, though, is that Percy might have changed. What if he's now attached to Roman ways? Does he still need his old friends? As the daughter of the goddess of war and wisdom, Annabeth knows she was born to be a leaderâ€”but never again does she want to be without Seaweed Brain by her side,Narrated by four different demigods, ,The Mark of Athena, is an unforgettable journey across land and sea to Rome, where important discoveries, surprising sacrifices, and unspeakable horrors await. Climb aboard the ,Argo II,, if you dare. . . .","Fantasy,Young Adult,Fantasy,Mythology,Fiction,Childrens,Middle Grade,Adventure,Mythology,Greek Mythology,Childrens,Fantasy,Urban Fantasy,Romance",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201354l/12127750._SY475_.jpg,1423140605,586,4.44,17668,The Mark of Athena,473507
"William Shakespeare,Paul Werstine,Barbara A. Mowat,Catherine Belsey",Paperback,"Shakespeare's intertwined love polygons begin to get complicated from the start--Demetrius and Lysander both want Hermia but she only has eyes for Lysander. Bad news is, Hermia's father wants Demetrius for a son-in-law. On the outside is Helena, whose unreturned love burns hot for Demetrius. Hermia and Lysander plan to flee from the city under cover of darkness but are pursued by an enraged Demetrius (who is himself pursued by an enraptured Helena). In the forest, unbeknownst to the mortals, Oberon and Titania (King and Queen of the faeries) are having a spat over a servant boy. The plot twists up when Oberon's head mischief-maker, Puck, runs loose with a flower which causes people to fall in love with the first thing they see upon waking. Throw in a group of labourers preparing a play for the Duke's wedding (one of whom is given a donkey's head and Titania for a lover by Puck) and the complications become fantastically funny.","Classics,Plays,Fiction,Drama,Fantasy,Academic,School,Romance,Plays,Theatre,Literature,Poetry",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327874534l/1622.jpg,743477545,240,3.95,8592,A Midsummer Night's Dream,460763
Patrick Rothfuss,Hardcover,"â€œ,There are three things all wise men fear: the sea in storm, a night with no moon, and the anger of a gentle man.,â€,My name is Kvothe.,I have stolen princesses back from sleeping barrow kings. I burned down the town of Trebon. I have spent the night with Felurian and left with both my sanity and my life. I was expelled from the University at a younger age than most people are allowed in. I tread paths by moonlight that others fear to speak of during day. I have talked to Gods, loved women, and written songs that make the minstrels weep.,You may have heard of me.,So begins the tale of a hero told from his own point of view â€” a story unequaled in fantasy literature. Now in ,The Wise Man's Fear,, an escalating rivalry with a powerful member of the nobility forces Kvothe to leave the University and seek his fortune abroad. Adrift, penniless, and alone, he travels to Vintas, where he quickly becomes entangled in the politics of courtly society. While attempting to curry favor with a powerful noble, Kvothe uncovers an assassination attempt, comes into conflict with a rival arcanist, and leads a group of mercenaries into the wild, in an attempt to solve the mystery of who (or what) is waylaying travelers on the King's Road.,All the while, Kvothe searches for answers, attempting to uncover the truth about the mysterious Amyr, the Chandrian, and the death of his parents. Along the way, Kvothe is put on trial by the legendary Adem mercenaries, is forced to reclaim the honor of the Edema Ruh, and travels into the Fae realm. There he meets Felurian, the faerie woman no man can resist, and who no man has ever survived ... until Kvothe.,In ,The Wise Man's Fear,, Kvothe takes his first steps on the path of the hero and learns how difficult life can be when a man becomes a legend in his own time.","Fantasy,Fiction,Fantasy,Epic Fantasy,Fantasy,High Fantasy,Fantasy,Magic,Science Fiction Fantasy,Adventure,Audiobook,Adult,Epic",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452624392l/1215032.jpg,756404738,994,4.54,22777,The Wise Man's Fear,456510
John Grogan,Hardcover,"John and Jenny were just beginning their life together. They were young and in love, with a perfect little house and not a care in the world. Then they brought home Marley, a wiggly yellow furball of a puppy. Life would never be the same.,Marley quickly grew into a barreling, ninety-seven-pound streamroller of a Labrador retriever, a dog like no other. He crashed through screen doors, gouged through drywall, flung drool on guests, stole women's undergarments, and ate nearly everything he could get his mouth around, including couches and fine jewelry. Obedience school did no goodâ€”Marley was expelled. Neither did the tranquilizers the veterinarian prescribed for him with the admonishment, ""Don't hesitate to use these."",And yet Marley's heart was pure. Just as he joyfully refused any limits on his behavior, his love and loyalty were boundless, too. Marley shared the couple's joy at their first pregnancy, and their heartbreak over the miscarriage. He was there when babies finally arrived and when the screams of a seventeen-year-old stabbing victim pierced the night. Marley shut down a public beach and managed to land a role in a feature-length movie, always winning hearts as he made a mess of things. Through it all, he remained steadfast, a model of devotion, even when his family was at its wit's end. Unconditional love, they would learn, comes in many forms.","Nonfiction,Animals,Autobiography,Memoir,Animals,Dogs,Biography,Humor,Biography Memoir,Adult,Contemporary,Biography,Autobiography",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308858322l/12691.jpg,739461192,291,4.13,14308,Marley and Me: Life and Love With the World's Worst Dog,454237
Neil Gaiman,Paperback,"Under the streets of London there's a place most people could never even dream of. A city of monsters and saints, murderers and angels, knights in armour and pale girls in black velvet. This is the city of the people who have fallen between the cracks.,Richard Mayhew, a young businessman, is going to find out more than enough about this other London. A single act of kindness catapults him out of his workday existence and into a world that is at once eerily familiar and utterly bizarre. And a strange destiny awaits him down here, beneath his native city: Neverwhere.","Fantasy,Fiction,Fantasy,Urban Fantasy,Audiobook,Science Fiction Fantasy,Science Fiction,Adventure,Horror,Young Adult,Adult",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348747943l/14497.jpg,60557818,370,4.16,23817,Neverwhere,452276
Stephen King,Hardcover,"Jake Epping is a thirty-five-year-old high school English teacher in Lisbon Falls, Maine, who makes extra money teaching adults in the GED program. He receives an essay from one of the studentsâ€”a gruesome, harrowing first person story about the night 50 years ago when Harry Dunningâ€™s father came home and killed his mother, his sister, and his brother with a hammer. Harry escaped with a smashed leg, as evidenced by his crooked walk.,Not much later, Jakeâ€™s friend Al, who runs the local diner, divulges a secret: his storeroom is a portal to 1958. He enlists Jake on an insaneâ€”and insanely possibleâ€”mission to try to prevent the Kennedy assassination. So begins Jakeâ€™s new life as George Amberson and his new world of Elvis and JFK, of big American cars and sock hops, of a troubled loner named Lee Harvey Oswald and a beautiful high school librarian named Sadie Dunhill, who becomes the love of Jakeâ€™s lifeâ€”a life that transgresses all the normal rules of time.","Fiction,Historical,Historical Fiction,Science Fiction,Science Fiction,Time Travel,Fantasy,Horror,Thriller,Audiobook,Historical,Mystery",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327876792l/10644930.jpg,1451627289,849,4.3,39621,11/22/63,448150
Mindy Kaling,Hardcover,"Length - 4 hrs and 37 mins,Mindy Kaling has lived many lives: the obedient child of immigrant professionals, a timid chubster afraid of her own bike, a Ben Affleck - impersonating Off-Broadway performer and playwright, and, finally, a comedy writer and actress prone to starting fights with her friends and coworkers with the sentence ""Can I just say one last thing about this, and then I swear I'll shut up about it?"" ,Perhaps you want to know what Mindy thinks makes a great best friend (someone who will fill your prescription in the middle of the night), or what makes a great guy (one who is aware of all elderly people in any room at any time and acts accordingly), or what is the perfect amount of fame (so famous you can never get convicted of murder in a court of law), or how to maintain a trim figure (you will not find that information in these pages). If so, you've come to the right book, mostly!,In Is Everyone Hanging Out Without Me?, Mindy invites readers on a tour of her life and her unscientific observations on romance, friendship, and Hollywood, with several conveniently placed stopping points for you to run errands and make phone calls. Mindy Kaling really is just a Girl Next Door - not so much literally anywhere in the continental United States, but definitely if you live in India or Sri Lanka.","Nonfiction,Autobiography,Memoir,Humor,Biography,Audiobook,Humor,Comedy,Biography,Autobiography,Biography Memoir,Writing,Essays,Adult",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443264638l/10335308._SY475_.jpg,307886263,222,3.86,22699,Is Everyone Hanging Out Without Me? (And Other Concerns),441441
Maya Angelou,Paperback,"Sent by their mother to live with their devout, self-sufficient grandmother in a small Southern town, Maya and her brother, Bailey, endure the ache of abandonment and the prejudice of the local ""powhitetrash."" At eight years old and back at her motherâ€™s side in St. Louis, Maya is attacked by a man many times her ageâ€”and has to live with the consequences for a lifetime. Years later, in San Francisco, Maya learns that love for herself, the kindness of others, her own strong spirit, and the ideas of great authors (""I met and fell in love with William Shakespeare"") will allow her to be free instead of imprisoned., ,Poetic and powerful, ,I Know Why the Caged Bird Sings, will touch hearts and change minds for as long as people read.","Nonfiction,Classics,Autobiography,Memoir,Biography,Biography,Autobiography,Poetry,Feminism,Cultural,African American,Biography Memoir,Race",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327957927l/13214.jpg,553279378,289,4.25,11988,I Know Why the Caged Bird Sings,439482
Lauren Oliver,Paperback,"There is an alternate cover edition for this ISBN13 ,here,.,In an alternate United States, love has been declared a dangerous disease, and the government forces everyone who reaches eighteen to have a procedure called the Cure. Living with her aunt, uncle, and cousins in Portland, Maine, Lena Haloway is very much looking forward to being cured and living a safe, predictable life. She watched love destroy her mother and isn't about to make the same mistake.,But with ninety-five days left until her treatment, Lena meets enigmatic Alex, a boy from the ""Wilds"" who lives under the government's radar. What will happen if they do the unthinkable and fall in love?","Young Adult,Science Fiction,Dystopia,Romance,Science Fiction,Fantasy,Fiction,Young Adult,Teen,Audiobook,Love,Apocalyptic,Post Apocalyptic",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327890411l/11614718.jpg,61726834,441,3.96,26789,Delirium,434171
James Patterson,Paperback,"A missing little girl named Maggie Rose . . . a family of three brutally murdered in the projects of Washington, D.C. . . . the thrill-killing of a beautiful elementary school teacher . . . a psychopathic serial kidnapper/murderer who is so terrifying that the FBI, the Secret Service, and the police cannot outsmart him - even after he's been captured.,Gary Soneji wants to commit the crime of the century. Alex Cross is the brilliant homicide detective pitted against him. Jezzie Flanagan is the first female supervisor of the Secret Service who completes one of the most unusual suspense triangles in any thriller you have ever read. ,Alex Cross and Jezzie Flanagan are about to have a forbidden love affairâ€”at the worst possible time for both of them. Because Gary Soneji is playing at the top of his game. The latest of the unspeakable crimes happens in Alex Cross's precinct. It happens under the noses of Jezzie Flanagan's men. Now Alex Cross must face the ultimate test: How do you outmaneuver a brilliant psychopath?","Mystery,Fiction,Thriller,Mystery,Crime,Thriller,Mystery Thriller,Suspense,Mystery,Detective,Adult,Audiobook,Mystery,Murder Mystery",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388272560l/13145.jpg,446692638,449,4.11,5406,Along Came a Spider,416306
M.L. Stedman,Hardcover,"Librarian's note: An alternate cover edition can be found ,here,Australia, 1926., After four harrowing years fighting on the Western Front, Tom Sherbourne returns home to take a job as the lighthouse keeper on Janus Rock, nearly half a day's journey from the coast. To this isolated island, where the supply boat comes once a season and shore leaves are granted every other year at best, Tom brings a young, bold, and loving wife, Isabel. Years later, after two miscarriages and one stillbirth, the grieving Isabel hears a baby's cries on the wind. A boat has washed up onshore carrying a dead man and a living baby. ,Tom, whose records as a lighthouse keeper are meticulous and whose moral principles have withstood a horrific war, wants to report the man and infant immediately. But Isabel has taken the tiny baby to her breast. Against Tom's judgment, they claim her as their own and name her Lucy. When she is two, Tom and Isabel return to the mainland and are reminded that there are other people in the world. Their choice has devastated one of them. ,M. L. Stedman's mesmerizing, beautifully written debut novel seduces us into accommodating Isabel's decision to keep this ""gift from God."" And we are swept into a story about extraordinarily compelling characters seeking to find their North Star in a world where there is no right answer, where justice for one person is another's tragic loss.","Fiction,Historical,Historical Fiction,Cultural,Australia,Historical,Book Club,Romance,Adult Fiction,Adult,Audiobook,Drama",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336683021l/13158800.jpg,1451681739,362,4.02,35391,The Light Between Oceans,415657
"C.S. Lewis,Pauline Baynes",Hardcover,"The ,Dawn Treader, will take you places you never dreamed existed., ,NARNIA... the world of wicked dragons and magic spells, where the very best is brought out of even the worst people, where anything can happen (and most often does)... and where the adventure begins.,The ,Dawn Treader, is the first ship Narnia has seen in centuries. King Caspian has built it for his voyage to find the seven lords, good men whom his evil uncle Miraz banished when he usurped the throne. The journey takes Edmund, Lucy, and their cousin Eustace to the Eastern Islands, beyond the Silver Sea, toward Aslan's country at the End of the World.","Fantasy,Classics,Fiction,Young Adult,Childrens,Adventure,Christian,Childrens,Middle Grade,Christian Fiction,Science Fiction Fantasy",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343185059l/140225.jpg,006112527X,248,4.08,7517,The Voyage of the Dawn Treader,414676
Rick Yancey,Hardcover,"After the 1st wave, only darkness remains. After the 2nd, only the lucky escape. And after the 3rd, only the ,un,lucky survive. After the 4th wave, only one rule applies: trust no one.,Now, it's the dawn of the 5th wave, and on a lonely stretch of highway, Cassie runs from Them. The beings who only look human, who roam the countryside killing anyone they see. Who have scattered Earth's last survivors. To stay alone is to stay alive, Cassie believes, until she meets Evan Walker. Beguiling and mysterious, Evan Walker may be Cassie's only hope for rescuing her brother-or even saving herself. But Cassie must choose: between trust and despair, between defiance and surrender, between life and death. To give up or to get up.","Young Adult,Science Fiction,Science Fiction,Dystopia,Fiction,Science Fiction,Aliens,Fantasy,Apocalyptic,Post Apocalyptic,Romance,Audiobook,Science Fiction,Apocalyptic",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359853842l/16101128.jpg,399162410,457,4.03,30213,The 5th Wave,411191
Betty  Smith,Paperback,"The beloved American classic about a young girl's coming-of-age at the turn of the century, Betty Smith's ,A Tree Grows in Brooklyn, is a poignant and moving tale filled with compassion and cruelty, laughter and heartache, crowded with life and people and incident. The story of young, sensitive, and idealistic Francie Nolan and her bittersweet formative years in the slums of Williamsburg has enchanted and inspired millions of readers for more than sixty years. By turns overwhelming, sublime, heartbreaking, and uplifting, the daily experiences of the unforgettable Nolans are raw with honesty and tenderly threaded with family connectedness -- in a work of literary art that brilliantly captures a unique time and place as well as incredibly rich moments of universal experience.","Classics,Fiction,Historical,Historical Fiction,Young Adult,Young Adult,Coming Of Age,Historical,Literature,New York,Novels,Book Club",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327883484l/14891.jpg,61120073,496,4.27,21713,A Tree Grows in Brooklyn,402702
